name,position,value,teamName,teamId
Alessio Bianchi,Defensive Midfield,¬ 50Th.  ,Lazio,3162
Sergej Milinkovic-Savic,Central Midfield,¬ 65.00m  ,Lazio,3162
Valon Berisha,Central Midfield,¬ 7.00m  ,Lazio,3162
Alessandro Murgia,Central Midfield,¬ 5.00m  ,Lazio,3162
Danilo Cataldi,Central Midfield,¬ 4.00m  ,Lazio,3162
Marco Parolo,Central Midfield,¬ 3.00m  ,Lazio,3162
Rômulo,Central Midfield,¬ 2.50m  ,Lazio,3162
Bruno Jordão,Central Midfield,¬ 1.00m  ,Lazio,3162
Joseph Marie Minala,Central Midfield,¬ 800Th.  ,Lazio,3162
Daniel Bezziccheri,Central Midfield,¬ 125Th.  ,Lazio,3162
Edoardo Rezzi,Central Midfield,¬ 75Th.  ,Lazio,3162
Abukar Mohamed,Central Midfield,¬ 75Th.  ,Lazio,3162
Adam Marusic,,¬ 7.00m  ,Lazio,3162
Djavan Anderson,,¬ 300Th.  ,Lazio,3162
Senad Lulic,,¬ 4.00m  ,Lazio,3162
Luis Alberto,Attacking Midfield,¬ 28.00m  ,Lazio,3162
André Anderson,Attacking Midfield,¬ 900Th.  ,Lazio,3162
Pedro Neto,Left Winger,¬ 2.50m  ,Lazio,3162
Ricardo Kishna,Left Winger,¬ 1.00m  ,Lazio,3162
Mattia Sprocati,Right Winger,¬ 1.50m  ,Lazio,3162
Cristiano Lombardi,Right Winger,¬ 700Th.  ,Lazio,3162
Alessandro Cerbara,Right Winger, ,Lazio,3162
Joaquín Correa,,¬ 20.00m  ,Lazio,3162
Ciro Immobile,Centre-Forward,¬ 40.00m  ,Lazio,3162
Felipe Caicedo,Centre-Forward,¬ 3.00m  ,Lazio,3162
Simone Palombi,Centre-Forward,¬ 900Th.  ,Lazio,3162
Alessandro Rossi,Centre-Forward,¬ 400Th.  ,Lazio,3162
Mamadou Tounkara,Centre-Forward,¬ 225Th.  ,Lazio,3162
Luan Capanni,Centre-Forward,¬ 100Th.  ,Lazio,3162
Alex Meret,Goalkeeper,¬ 25.00m  ,Udinese,3163
Juan Musso,Goalkeeper,¬ 10.00m  ,Udinese,3163
Simone Scuffet,Goalkeeper,¬ 1.75m  ,Udinese,3163
Orestis Karnezis,Goalkeeper,¬ 1.50m  ,Udinese,3163
Nícolas,Goalkeeper,¬ 700Th.  ,Udinese,3163
Samuele Perisan,Goalkeeper,¬ 150Th.  ,Udinese,3163
Manuel Gasparini,Goalkeeper, ,Udinese,3163
Semuel Pizzignacco,Goalkeeper, ,Udinese,3163
Samir,Centre-Back,¬ 6.00m  ,Udinese,3163
William Troost-Ekong,Centre-Back,¬ 4.00m  ,Udinese,3163
Bram Nuytinck,Centre-Back,¬ 3.50m  ,Udinese,3163
Ben Wilmot,Centre-Back,¬ 1.50m  ,Udinese,3163
Molla Wagué,Centre-Back,¬ 1.00m  ,Udinese,3163
Nicholas Opoku,Centre-Back,¬ 1.00m  ,Udinese,3163
Gabriele Angella,Centre-Back,¬ 1.00m  ,Udinese,3163
Sebastien De Maio,Centre-Back,¬ 1.00m  ,Udinese,3163
Danilo,Centre-Back,¬ 800Th.  ,Udinese,3163
Mauro Coppolaro,Centre-Back,¬ 700Th.  ,Udinese,3163
Pawel Bochniewicz,Centre-Back,¬ 500Th.  ,Udinese,3163
Francisco Sierralta,Centre-Back,¬ 400Th.  ,Udinese,3163
Filip Vasko,Centre-Back,¬ 100Th.  ,Udinese,3163
Giuseppe Pezzella,Left-Back,¬ 3.00m  ,Udinese,3163
Marvin Zeegelaar,Left-Back,¬ 2.50m  ,Udinese,3163
Ali Adnan,Left-Back,¬ 1.60m  ,Udinese,3163
Jens Stryger Larsen,Right-Back,¬ 4.00m  ,Udinese,3163
Hidde ter Avest,Right-Back,¬ 2.00m  ,Udinese,3163
Rolando Mandragora,Defensive Midfield,¬ 15.00m  ,Udinese,3163
Sandro,Defensive Midfield,¬ 2.00m  ,Udinese,3163
Valon Behrami,Defensive Midfield,¬ 1.00m  ,Udinese,3163
Simone Pontisso,Defensive Midfield,¬ 200Th.  ,Udinese,3163
Seko Fofana,Central Midfield,¬ 13.00m  ,Udinese,3163
Jakub Jankto,Central Midfield,¬ 12.00m  ,Udinese,3163
Antonin Barak,Central Midfield,¬ 12.00m  ,Udinese,3163
Mamadou Coulibaly,Central Midfield,¬ 2.00m  ,Udinese,3163
Andrija Balic,Central Midfield,¬ 2.00m  ,Udinese,3163
Emmanuel Badu,Central Midfield,¬ 1.50m  ,Udinese,3163
Panagiotis Kone,Central Midfield,¬ 1.00m  ,Udinese,3163
Emil Hallfredsson,Central Midfield,¬ 500Th.  ,Udinese,3163
Gaspar Iñíguez,Central Midfield,¬ 150Th.  ,Udinese,3163
Thomas Battistella,Central Midfield, ,Udinese,3163
Marco D'Alessandro,,¬ 2.00m  ,Udinese,3163
Svante Ingelsson,,¬ 900Th.  ,Udinese,3163
Rodrigo de Paul,Attacking Midfield,¬ 25.00m  ,Udinese,3163
Darwin Machís,Left Winger,¬ 3.00m  ,Udinese,3163
Ignacio Pussetto,Right Winger,¬ 10.00m  ,Udinese,3163
Aly Malle,Right Winger,¬ 400Th.  ,Udinese,3163
Ryder Matos,,¬ 1.50m  ,Udinese,3163
Kevin Lasagna,Centre-Forward,¬ 7.50m  ,Udinese,3163
Stefano Okaka,Centre-Forward,¬ 5.00m  ,Udinese,3163
Riad Baji,Centre-Forward,¬ 3.00m  ,Udinese,3163
Lukasz Teodorczyk,Centre-Forward,¬ 3.00m  ,Udinese,3163
Felipe Vizeu,Centre-Forward,¬ 1.50m  ,Udinese,3163
Stipe Perica,Centre-Forward,¬ 1.00m  ,Udinese,3163
Petar Micin,Centre-Forward,¬ 1.00m  ,Udinese,3163
Emanuele Rovini,Centre-Forward,¬ 250Th.  ,Udinese,3163
Miloa Bo,,,,
i,Centre-Forward,¬ 100Th.  ,Udinese,3163
Ionut Radu,Goalkeeper,¬ 15.00m  ,Internazionale,3161
Samir Handanovic,Goalkeeper,¬ 6.00m  ,Internazionale,3161
Raffaele Di Gennaro,Goalkeeper,¬ 900Th.  ,Internazionale,3161
Daniele Padelli,Goalkeeper,¬ 800Th.  ,Internazionale,3161
Michele Di Gregorio,Goalkeeper,¬ 450Th.  ,Internazionale,3161
Marco Pissardo,Goalkeeper,¬ 200Th.  ,Internazionale,3161
Tommaso Berni,Goalkeeper,¬ 100Th.  ,Internazionale,3161
Milan Skriniar,Centre-Back,¬ 60.00m  ,Internazionale,3161
Stefan de Vrij,Centre-Back,¬ 50.00m  ,Internazionale,3161
Alessandro Bastoni,Centre-Back,¬ 15.00m  ,Internazionale,3161
Zinho Vanheusden,Centre-Back,¬ 10.00m  ,Internazionale,3161
Andreaw Gravillon,Centre-Back,¬ 5.00m  ,Internazionale,3161
Miranda,Centre-Back,¬ 3.50m  ,Internazionale,3161
Andrea Ranocchia,Centre-Back,¬ 3.00m  ,Internazionale,3161
Manuel Lombardoni,Centre-Back,¬ 225Th.  ,Internazionale,3161
Ryan Nolan,Centre-Back,¬ 150Th.  ,Internazionale,3161
Dalbert,Left-Back,¬ 10.00m  ,Internazionale,3161
Cristian Ansaldi,Left-Back,¬ 5.00m  ,Internazionale,3161
Federico Dimarco,Left-Back,¬ 5.00m  ,Internazionale,3161
Marco Sala,Left-Back,¬ 300Th.  ,Internazionale,3161
Andrea Cagnano,Left-Back,¬ 125Th.  ,Internazionale,3161
Sime Vrsaljko,Right-Back,¬ 20.00m  ,Internazionale,3161
Danilo D'Ambrosio,Right-Back,¬ 13.00m  ,Internazionale,3161
Cédric Soares,Right-Back,¬ 12.00m  ,Internazionale,3161
Gabriele Zappa,Right-Back,¬ 500Th.  ,Internazionale,3161
Alessandro Mattioli,Right-Back,¬ 150Th.  ,Internazionale,3161
Andrea Bandini,Right-Back,¬ 100Th.  ,Internazionale,3161
Marcelo Brozovic,Defensive Midfield,¬ 50.00m  ,Internazionale,3161
Thomas Schirò,Defensive Midfield,¬ 150Th.  ,Internazionale,3161
Matías Vecino,Central Midfield,¬ 23.00m  ,Internazionale,3161
João Mário,Central Midfield,¬ 18.00m  ,Internazionale,3161
Roberto Gagliardini,Central Midfield,¬ 15.00m  ,Internazionale,3161
Borja Valero,Central Midfield,¬ 2.50m  ,Internazionale,3161
Xian Emmers,Central Midfield,¬ 1.00m  ,Internazionale,3161
Lorenzo Gavioli,Central Midfield,¬ 300Th.  ,Internazionale,3161
Maj Roric,Central Midfield,¬ 100Th.  ,Internazionale,3161
Andrea Romanò,Central Midfield,¬ 50Th.  ,Internazionale,3161
Tommaso Brignoli,Central Midfield,¬ 50Th.  ,Internazionale,3161
Antonio Candreva,,¬ 5.00m  ,Internazionale,3161
Kwadwo Asamoah,,¬ 13.00m  ,Internazionale,3161
Radja Nainggolan,Attacking Midfield,¬ 28.00m  ,Internazionale,3161
Rigoberto Rivas,Attacking Midfield,¬ 200Th.  ,Internazionale,3161
Ivan Perisic,Left Winger,¬ 30.00m  ,Internazionale,3161
Keita Baldé,Left Winger,¬ 25.00m  ,Internazionale,3161
Matteo Politano,Right Winger,¬ 30.00m  ,Internazionale,3161
Yann Karamoh,Right Winger,¬ 10.00m  ,Internazionale,3161
Axel Bakayoko,Right Winger,¬ 1.75m  ,Internazionale,3161
Matteo Rover,Right Winger,¬ 100Th.  ,Internazionale,3161
Vincenzo Tommasone,,¬ 75Th.  ,Internazionale,3161
Moussa Souare,,¬ 25Th.  ,Internazionale,3161
Mauro Icardi,Centre-Forward,¬ 80.00m  ,Internazionale,3161
Lautaro Martínez,Centre-Forward,¬ 30.00m  ,Internazionale,3161
Andrea Pinamonti,Centre-Forward,¬ 10.00m  ,Internazionale,3161
Facundo Colidio,Centre-Forward,¬ 3.00m  ,Internazionale,3161
Eddie Salcedo,Centre-Forward,¬ 2.00m  ,Internazionale,3161
Rey Manaj,Centre-Forward,¬ 1.50m  ,Internazionale,3161
Samuele Longo,Centre-Forward,¬ 1.00m  ,Internazionale,3161
Davide Merola,Centre-Forward,¬ 500Th.  ,Internazionale,3161
Andrea Adorante,Centre-Forward,¬ 125Th.  ,Internazionale,3161
Sebastiano Esposito,Centre-Forward,- ,Internazionale,3161
Lorenzo Montipò,Goalkeeper,¬ 1.00m  ,Benevento,3219
Christian Puggioni,Goalkeeper,¬ 150Th.  ,Benevento,3219
Pier Graziano Gori,Goalkeeper,¬ 50Th.  ,Benevento,3219
Antonio Cotticelli,Goalkeeper,¬ 25Th.  ,Benevento,3219
Gennaro Zagari,Goalkeeper,- ,Benevento,3219
Luca Antei,Centre-Back,¬ 1.00m  ,Benevento,3219
Luca Caldirola,Centre-Back,¬ 1.00m  ,Benevento,3219
Jean-Claude Billong,Centre-Back,¬ 900Th.  ,Benevento,3219
Massimo Volta,Centre-Back,¬ 600Th.  ,Benevento,3219
Alessandro Tuia,Centre-Back,¬ 300Th.  ,Benevento,3219
Andrea Costa,Centre-Back,¬ 200Th.  ,Benevento,3219
Luca Sparandeo,Centre-Back,¬ 75Th.  ,Benevento,3219
Francesco De Caro,Centre-Back,¬ 50Th.  ,Benevento,3219
Christian Pastina,Centre-Back,- ,Benevento,3219
Gianluca Di Chiara,Left-Back,¬ 1.00m  ,Benevento,3219
Francesco Rillo,Left-Back,¬ 50Th.  ,Benevento,3219
Gaetano Letizia,Right-Back,¬ 1.50m  ,Benevento,3219
Bright Gyamfi,Right-Back,¬ 350Th.  ,Benevento,3219
Christian Maggio,Right-Back,¬ 300Th.  ,Benevento,3219
Salvatore Tazza,Right-Back,¬ 100Th.  ,Benevento,3219
Lorenzo Crisetig,Defensive Midfield,¬ 800Th.  ,Benevento,3219
Nicolas Viola,Central Midfield,¬ 1.50m  ,Benevento,3219
Filippo Bandinelli,Central Midfield,¬ 1.20m  ,Benevento,3219
Andrés Tello,Central Midfield,¬ 1.00m  ,Benevento,3219
Lorenzo Del Pinto,Central Midfield,¬ 400Th.  ,Benevento,3219
Antonio Nocerino,Central Midfield,¬ 300Th.  ,Benevento,3219
Martin Bukata,Central Midfield,¬ 200Th.  ,Benevento,3219
Giovanni Volpicelli,Central Midfield,¬ 100Th.  ,Benevento,3219
Alessio Donnarumma,Central Midfield,¬ 75Th.  ,Benevento,3219
Marco Cuccurullo,Central Midfield,¬ 50Th.  ,Benevento,3219
Siriki Sanogo,Central Midfield,- ,Benevento,3219
Dejan Voki,Attacking Midfield,¬ 200Th.  ,Benevento,3219
Cy Goddard,Attacking Midfield,¬ 50Th.  ,Benevento,3219
Riccardo Improta,Left Winger,¬ 900Th.  ,Benevento,3219
Guilherme,Right Winger,¬ 3.00m  ,Benevento,3219
Federico Ricci,Right Winger,¬ 1.70m  ,Benevento,3219
Roberto Insigne,Right Winger,¬ 1.60m  ,Benevento,3219
Cristian Buonaiuto,Right Winger,¬ 700Th.  ,Benevento,3219
Antonio Santarpia,Right Winger,¬ 50Th.  ,Benevento,3219
Pietro Iemmello,Centre-Forward,¬ 2.00m  ,Benevento,3219
Massimo Coda,Centre-Forward,¬ 1.80m  ,Benevento,3219
Samuel Armenteros,Centre-Forward,¬ 1.50m  ,Benevento,3219
Raúl Asencio,Centre-Forward,¬ 800Th.  ,Benevento,3219
Biagio Filogamo,Centre-Forward,¬ 25Th.  ,Benevento,3219
Giuseppe Di Serio,Centre-Forward,- ,Benevento,3219
Alessio Cragno,Goalkeeper,¬ 20.00m  ,Cagliari,3173
Rafael,Goalkeeper,¬ 200Th.  ,Cagliari,3173
Riccardo Daga,Goalkeeper,¬ 200Th.  ,Cagliari,3173
Simone Aresti,Goalkeeper,¬ 200Th.  ,Cagliari,3173
Filippo Romagna,Centre-Back,¬ 6.00m  ,Cagliari,3173
Sebastian Walukiewicz,Centre-Back,¬ 4.00m  ,Cagliari,3173
Luca Ceppitelli,Centre-Back,¬ 2.50m  ,Cagliari,3173
Ragnar Klavan,Centre-Back,¬ 1.50m  ,Cagliari,3173
Fabio Pisacane,Centre-Back,¬ 700Th.  ,Cagliari,3173
Marco Andreolli,Centre-Back,¬ 500Th.  ,Cagliari,3173
Maxime Leverbe,Centre-Back,¬ 100Th.  ,Cagliari,3173
Luca Pellegrini,Left-Back,¬ 5.00m  ,Cagliari,3173
Charalampos Lykogiannis,Left-Back,¬ 1.50m  ,Cagliari,3173
Matteo Cotali,Left-Back,¬ 150Th.  ,Cagliari,3173
Fabrizio Cacciatore,Right-Back,¬ 800Th.  ,Cagliari,3173
Darijo Srna,Right-Back,¬ 800Th.  ,Cagliari,3173
Simone Pinna,Right-Back,¬ 175Th.  ,Cagliari,3173
Christian Oliva,Defensive Midfield,¬ 5.00m  ,Cagliari,3173
Filip Bradaric,Defensive Midfield,¬ 4.50m  ,Cagliari,3173
Santiago Colombatto,Defensive Midfield,¬ 1.40m  ,Cagliari,3173
Luca Cigarini,Defensive Midfield,¬ 800Th.  ,Cagliari,3173
Riccardo Ladinetti,Defensive Midfield,¬ 150Th.  ,Cagliari,3173
Alessandro Marongiu,Defensive Midfield,¬ 50Th.  ,Cagliari,3173
Nicolò Barella,Central Midfield,¬ 36.00m  ,Cagliari,3173
Lucas Castro,Central Midfield,¬ 6.00m  ,Cagliari,3173
Artur Ionita,Central Midfield,¬ 4.50m  ,Cagliari,3173
Alessandro Deiola,Central Midfield,¬ 1.20m  ,Cagliari,3173
Fabrizio Caligara,Central Midfield,¬ 500Th.  ,Cagliari,3173
Daniele Dessena,Central Midfield,¬ 500Th.  ,Cagliari,3173
Roberto Biancu,Central Midfield,¬ 200Th.  ,Cagliari,3173
Nunzio Lella,Central Midfield,¬ 100Th.  ,Cagliari,3173
Paolo Faragò,,¬ 5.00m  ,Cagliari,3173
Marko Pajac,,¬ 1.50m  ,Cagliari,3173
Simone Padoin,,¬ 500Th.  ,Cagliari,3173
João Pedro,Attacking Midfield,¬ 8.00m  ,Cagliari,3173
Valter Birsa,Attacking Midfield,¬ 2.00m  ,Cagliari,3173
Riccardo Doratiotto,Attacking Midfield,¬ 250Th.  ,Cagliari,3173
Kiril Despodov,Right Winger,¬ 3.00m  ,Cagliari,3173
Diego Farias,,¬ 4.50m  ,Cagliari,3173
Cyril Théréau,,¬ 500Th.  ,Cagliari,3173
Daniele Ragatzu,,¬ 400Th.  ,Cagliari,3173
Leonardo Pavoletti,Centre-Forward,¬ 12.00m  ,Cagliari,3173
Alberto Cerri,Centre-Forward,¬ 6.00m  ,Cagliari,3173
Kwang-song Han,Centre-Forward,¬ 4.00m  ,Cagliari,3173
Niccolò Giannetti,Centre-Forward,¬ 800Th.  ,Cagliari,3173
Alessandro Capello,Centre-Forward,¬ 600Th.  ,Cagliari,3173
Damir Ceter,Centre-Forward,¬ 600Th.  ,Cagliari,3173
Marco Sau,Centre-Forward,¬ 400Th.  ,Cagliari,3173
Francesco Verde,Centre-Forward,¬ 100Th.  ,Cagliari,3173
Pierluigi Gollini,Goalkeeper,¬ 6.00m  ,Atalanta,3172
Marco Sportiello,Goalkeeper,¬ 4.00m  ,Atalanta,3172
Etrit Berisha,Goalkeeper,¬ 3.00m  ,Atalanta,3172
Boris Radunovi,Goalkeeper,¬ 900Th.  ,Atalanta,3172
Marco Carnesecchi,Goalkeeper,¬ 300Th.  ,Atalanta,3172
Alessandro Santopadre,Goalkeeper,¬ 100Th.  ,Atalanta,3172
Francesco Rossi,Goalkeeper,¬ 100Th.  ,Atalanta,3172
Alessandro Turrin,Goalkeeper,¬ 75Th.  ,Atalanta,3172
Stefano Mazzini,Goalkeeper,¬ 75Th.  ,Atalanta,3172
Roberto Taliento,Goalkeeper,¬ 75Th.  ,Atalanta,3172
Gianluca Mancini,Centre-Back,¬ 22.00m  ,Atalanta,3172
Rafael Tolói,Centre-Back,¬ 11.00m  ,Atalanta,3172
José Luis Palomino,Centre-Back,¬ 10.00m  ,Atalanta,3172
Berat Djimsiti,Centre-Back,¬ 7.50m  ,Atalanta,3172
Roger Ibañez,Centre-Back,¬ 3.00m  ,Atalanta,3172
Marco Varnier,Centre-Back,¬ 2.50m  ,Atalanta,3172
Andrea Masiello,Centre-Back,¬ 1.00m  ,Atalanta,3172
Davide Bettella,Centre-Back,¬ 1.00m  ,Atalanta,3172
Emanuele Suagher,Centre-Back,¬ 300Th.  ,Atalanta,3172
Anton Kresic,Centre-Back,¬ 300Th.  ,Atalanta,3172
Alberto Dossena,Centre-Back,¬ 300Th.  ,Atalanta,3172
Andrea Boffelli,Centre-Back,¬ 150Th.  ,Atalanta,3172
Riccardo Gatti,Centre-Back,¬ 125Th.  ,Atalanta,3172
Stefano Marchetti,Centre-Back,¬ 100Th.  ,Atalanta,3172
Alberto Alari,Centre-Back,¬ 75Th.  ,Atalanta,3172
Matteo Salvi,Centre-Back,¬ 50Th.  ,Atalanta,3172
Caleb Okoli,Centre-Back, ,Atalanta,3172
Robin Gosens,Left-Back,¬ 8.00m  ,Atalanta,3172
Arkadiusz Reca,Left-Back,¬ 3.50m  ,Atalanta,3172
Ali Adnan,Left-Back,¬ 1.60m  ,Atalanta,3172
Fabio Eguelfi,Left-Back,¬ 400Th.  ,Atalanta,3172
Patrick Asmah,Left-Back,¬ 200Th.  ,Atalanta,3172
Eyob Zambataro,Left-Back,¬ 200Th.  ,Atalanta,3172
Lorenzo Migliorelli,Left-Back,¬ 125Th.  ,Atalanta,3172
Enrico Zanoni,Left-Back,¬ 100Th.  ,Atalanta,3172
Mbaye Seck,Left-Back,¬ 50Th.  ,Atalanta,3172
Timothy Castagne,Right-Back,¬ 18.00m  ,Atalanta,3172
Hans Hateboer,Right-Back,¬ 15.00m  ,Atalanta,3172
Federico Mattiello,Right-Back,¬ 2.50m  ,Atalanta,3172
Alberto Almici,Right-Back,¬ 500Th.  ,Atalanta,3172
Christian Mora,Right-Back,¬ 225Th.  ,Atalanta,3172
Alberto Carminati,Right-Back,¬ 50Th.  ,Atalanta,3172
Federico Chiossi,,¬ 50Th.  ,Atalanta,3172
Marten de Roon,Defensive Midfield,¬ 24.00m  ,Atalanta,3172
Marco Carraro,Defensive Midfield,¬ 1.30m  ,Atalanta,3172
Enrico Delprato,Defensive Midfield,¬ 500Th.  ,Atalanta,3172
Nicolas La Vigna,Defensive Midfield,¬ 175Th.  ,Atalanta,3172
Thomas Bolis,Defensive Midfield,¬ 150Th.  ,Atalanta,3172
Franck Kessié,Central Midfield,¬ 33.00m  ,Atalanta,3172
Bryan Cristante,Central Midfield,¬ 25.00m  ,Atalanta,3172
Remo Freuler,Central Midfield,¬ 20.00m  ,Atalanta,3172
Mario Pasalic,Central Midfield,¬ 10.00m  ,Atalanta,3172
Nicolas Haas,Central Midfield,¬ 2.00m  ,Atalanta,3172
Luca Valzania,Central Midfield,¬ 1.70m  ,Atalanta,3172
Matteo Pessina,Central Midfield,¬ 1.50m  ,Atalanta,3172
Filippo Melegoni,Central Midfield,¬ 1.00m  ,Atalanta,3172
Davide Agazzi,Central Midfield,¬ 800Th.  ,Atalanta,3172
Andrea Colpani,Central Midfield,¬ 400Th.  ,Atalanta,3172
Isnik Alimi,Central Midfield,¬ 150Th.  ,Atalanta,3172
Mario Pugliese,Central Midfield,¬ 150Th.  ,Atalanta,3172
Roberto Ranieri,Central Midfield,¬ 150Th.  ,Atalanta,3172
Modou Badjie,Central Midfield,¬ 50Th.  ,Atalanta,3172
Denis Hergheligiu,Central Midfield,¬ 50Th.  ,Atalanta,3172
Marco D'Alessandro,,¬ 2.00m  ,Atalanta,3172
Nicolò Fazzi,,¬ 300Th.  ,Atalanta,3172
Alessandro Eleuteri,,¬ 250Th.  ,Atalanta,3172
Tommaso Tentoni,,¬ 175Th.  ,Atalanta,3172
Christian Capone,Left Winger,¬ 1.30m  ,Atalanta,3172
Nicolò Cambiaghi,Left Winger,¬ 400Th.  ,Atalanta,3172
Alessandro Mallamo,Left Winger,¬ 225Th.  ,Atalanta,3172
Gabriel Lunetta,Left Winger,¬ 200Th.  ,Atalanta,3172
Emiliano Rigoni,Right Winger,¬ 8.00m  ,Atalanta,3172
Dejan Kulusevski,Right Winger,¬ 1.00m  ,Atalanta,3172
Emmanuel Latte Lath,Right Winger,¬ 250Th.  ,Atalanta,3172
Tiziano Tulissi,Right Winger,¬ 225Th.  ,Atalanta,3172
Lorenzo Peli,Right Winger,¬ 200Th.  ,Atalanta,3172
Josip Ilicic,,¬ 17.00m  ,Atalanta,3172
Papu Gómez,,¬ 16.00m  ,Atalanta,3172
Duván Zapata,Centre-Forward,¬ 40.00m  ,Atalanta,3172
Andrea Petagna,Centre-Forward,¬ 20.00m  ,Atalanta,3172
Musa Barrow,Centre-Forward,¬ 5.00m  ,Atalanta,3172
Andreas Cornelius,Centre-Forward,¬ 3.00m  ,Atalanta,3172
Luca Vido,Centre-Forward,¬ 2.50m  ,Atalanta,3172
Marco Tumminello,Centre-Forward,¬ 2.30m  ,Atalanta,3172
Gaetano Monachello,Centre-Forward,¬ 500Th.  ,Atalanta,3172
Simone Mazzocchi,Centre-Forward,¬ 150Th.  ,Atalanta,3172
Giacomo Parigi,Centre-Forward,¬ 100Th.  ,Atalanta,3172
Roberto Piccoli,Centre-Forward, ,Atalanta,3172
Alban Lafont,Goalkeeper,¬ 17.00m  ,Fiorentina,3176
Bartlomiej Dragowski,Goalkeeper,¬ 10.00m  ,Fiorentina,3176
Pietro Terracciano,Goalkeeper,¬ 800Th.  ,Fiorentina,3176
Michele Cerofolini,Goalkeeper,¬ 275Th.  ,Fiorentina,3176
Federico Brancolini,Goalkeeper,¬ 100Th.  ,Fiorentina,3176
Simone Ghidotti,Goalkeeper,¬ 100Th.  ,Fiorentina,3176
Nikola Milenkovic,Centre-Back,¬ 30.00m  ,Fiorentina,3176
Germán Pezzella,Centre-Back,¬ 18.00m  ,Fiorentina,3176
Vitor Hugo,Centre-Back,¬ 7.50m  ,Fiorentina,3176
Jacob Rasmussen,Centre-Back,¬ 4.00m  ,Fiorentina,3176
Federico Ceccherini,Centre-Back,¬ 3.50m  ,Fiorentina,3176
David Hancko,Centre-Back,¬ 2.50m  ,Fiorentina,3176
Petko Hristov,Centre-Back,¬ 500Th.  ,Fiorentina,3176
Georgios Antzoulas,Centre-Back,¬ 250Th.  ,Fiorentina,3176
Pierluigi Pinto,Centre-Back,¬ 200Th.  ,Fiorentina,3176
Luca Ranieri,Left-Back,¬ 2.00m  ,Fiorentina,3176
Maximiliano Olivera,Left-Back,¬ 800Th.  ,Fiorentina,3176
Luca Zanon,Left-Back,¬ 100Th.  ,Fiorentina,3176
Lorenzo Venuti,Right-Back,¬ 2.00m  ,Fiorentina,3176
Vincent Laurini,Right-Back,¬ 1.50m  ,Fiorentina,3176
Kevin Diks,Right-Back,¬ 1.40m  ,Fiorentina,3176
Gabriele Ferrarini,Right-Back,¬ 100Th.  ,Fiorentina,3176
Christian Nörgaard,Defensive Midfield,¬ 2.00m  ,Fiorentina,3176
Andrés Schetino,Defensive Midfield,¬ 200Th.  ,Fiorentina,3176
Jordan Veretout,Central Midfield,¬ 20.00m  ,Fiorentina,3176
Marco Benassi,Central Midfield,¬ 20.00m  ,Fiorentina,3176
Gerson,Central Midfield,¬ 13.00m  ,Fiorentina,3176
Edimilson Fernandes,Central Midfield,¬ 8.00m  ,Fiorentina,3176
Szymon Zurkowski,Central Midfield,¬ 4.00m  ,Fiorentina,3176
Bryan Dabo,Central Midfield,¬ 3.50m  ,Fiorentina,3176
Gaetano Castrovilli,Central Midfield,¬ 1.80m  ,Fiorentina,3176
Sebastián Cristóforo,Central Midfield,¬ 1.80m  ,Fiorentina,3176
Nicky Beloko,Central Midfield,¬ 400Th.  ,Fiorentina,3176
Luzayadio Bangu,Central Midfield,¬ 275Th.  ,Fiorentina,3176
Amidu Salifu,Central Midfield,¬ 125Th.  ,Fiorentina,3176
Erald Lakti,Central Midfield,¬ 100Th.  ,Fiorentina,3176
Cristiano Biraghi,,¬ 10.00m  ,Fiorentina,3176
Riccardo Saponara,Attacking Midfield,¬ 8.50m  ,Fiorentina,3176
Valentin Eysseric,Attacking Midfield,¬ 3.00m  ,Fiorentina,3176
Tòfol Montiel,Attacking Midfield,¬ 1.00m  ,Fiorentina,3176
Marco Meli,Attacking Midfield,¬ 200Th.  ,Fiorentina,3176
Marko Pjaca,Left Winger,¬ 10.00m  ,Fiorentina,3176
Riccardo Sottil,Left Winger,¬ 1.50m  ,Fiorentina,3176
Rafik Zekhnini,Left Winger,¬ 1.00m  ,Fiorentina,3176
Jaime Báez,Left Winger,¬ 900Th.  ,Fiorentina,3176
Giuseppe Caso,Left Winger,¬ 125Th.  ,Fiorentina,3176
Federico Chiesa,Right Winger,¬ 60.00m  ,Fiorentina,3176
Kevin Mirallas,Right Winger,¬ 5.00m  ,Fiorentina,3176
Christian Koffi,Right Winger,¬ 150Th.  ,Fiorentina,3176
Mattia Trovato,Right Winger,¬ 125Th.  ,Fiorentina,3176
Cyril Théréau,,¬ 500Th.  ,Fiorentina,3176
Giovanni Simeone,Centre-Forward,¬ 20.00m  ,Fiorentina,3176
Luis Muriel,Centre-Forward,¬ 13.00m  ,Fiorentina,3176
Dusan Vlahovic,Centre-Forward,¬ 1.50m  ,Fiorentina,3176
Gabriele Gori,Centre-Forward,¬ 500Th.  ,Fiorentina,3176
Martin Graiciar,Centre-Forward,¬ 500Th.  ,Fiorentina,3176
Salvatore Sirigu,Goalkeeper,¬ 7.50m  ,Torino,3185
Vanja Milinkovi-Savi,Goalkeeper,¬ 1.20m  ,Torino,3185
Andrea Zaccagno,Goalkeeper,¬ 475Th.  ,Torino,3185
Salvador Ichazo,Goalkeeper,¬ 400Th.  ,Torino,3185
Tommaso Cucchietti,Goalkeeper,¬ 225Th.  ,Torino,3185
Antonio Rosati,Goalkeeper,¬ 200Th.  ,Torino,3185
Luca Gemello,Goalkeeper,¬ 100Th.  ,Torino,3185
